coingecko_id,name,symbol,market_cap_rank,asset_platform,token_type,homepage,categories,supply_circulating,supply_total,supply_max
tac-bridged-weth-tac,TAC Bridged WETH (TAC),WETH,758,tac,tac,https://tac.build/,"Bridged WETH, Bridged-Tokens, TAC Ecosystem",12361.868172,12361.868172,
strike,Strike,STRIKE,761,ethereum,ethereum,https://strike.org/,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Ethereum Ecosystem",5655605.93758144,6540888.0,6540888.0
iagon,Iagon,IAG,747,cardano,cardano,https://www.iagon.com/,"Big Data, Infrastructure, Storage, Cardano Ecosystem, DePIN",376020434.0,1000000000.0,1000000000.0
hippo-protocol,Hippo Protocol,HP,764,,native,https://hippoprotocol.ai/,"Healthcare, Smart Contract Platform, Layer 1 (L1)",1163706168.578228,1163708232.380116,
blackhole,Blackhole,BLACK,765,avalanche,avalanche,https://blackhole.xyz/,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), Avalanche Ecosystem",127964630.00852212,128227874.2638938,
nexusmind,NexusMind,NMD,768,binance-smart-chain,binance-smart-chain,https://nexusmind.io/index,"SocialFi, BNB Chain Ecosystem",10257502.0,100000000.0,100000000.0
aave-usdc-sonic,Aave USDC (Sonic),ASONUSDC,773,sonic,sonic,https://aave.com/,"USD Stablecoin, Aave Tokens, Sonic Ecosystem",53565955.277539,53566196.14862,
zentry,Zentry,ZENT,756,ethereum,ethereum,https://zentry.com,"Gaming (GameFi), Play To Earn, Guild and Scholarship, Ethereum Ecosystem, Animoca Brands Portfolio, Base Ecosystem, DWF Labs Portfolio, Ronin Ecosystem, Coinbase Ventures Portfolio, DeFiance Capital Portfolio, Pantera Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, MMO",7272945384.9327135,9706992814.355925,10000000000.0
ben-pasternak,Launch Coin on Believe,LAUNCHCOIN,760,solana,solana,https://believe.app/,"Solana Ecosystem, Launchpad, Meme, Solana Meme, Believe.app Ecosystem",999872553.5379705,999872553.5379705,1000000000.0
aergo,Aergo,AERGO,770,ethereum,ethereum,https://aergo.io,"Smart Contract Platform, Ethereum Ecosystem, Sequoia Capital Portfolio",472499995.7689212,500000000.0,500000000.0
solv-protocol-solvbtc-jupiter,Solv Protocol SolvBTC Jupiter,SOLVBTC.JUP,771,binance-smart-chain,binance-smart-chain,https://app.solv.finance/jupiter,"BNB Chain Ecosystem, Solana Ecosystem, Soneium Ecosystem",433.7721489242498,433.7721489242498,21000000.0
revox,REVOX,REX,729,binance-smart-chain,binance-smart-chain,https://revox.ai/,"Artificial Intelligence (AI), BNB Chain Ecosystem, AI Agents, AI Applications",2021659479.0,3000000000.0,3000000000.0
escoin-token,Escoin,ELG,772,ethereum,ethereum,https://www.escoin.ee/,"BNB Chain Ecosystem, Polygon Ecosystem, Ethereum Ecosystem",184209191.10459575,250000000.0,
sillynubcat,Sillynubcat,NUB,791,solana,solana,https://www.instagram.com/sillynubcat,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed",999925363.48912,999925363.48912,999998994.94
wiki-cat,Wiki Cat,WKC,745,binance-smart-chain,binance-smart-chain,https://wikicatcoin.com/,"BNB Chain Ecosystem, Meme, Cat-Themed",548751316384599.56,548750420397547.4,853003865345185.0
thena,Thena,THE,783,binance-smart-chain,binance-smart-chain,https://thena.fi/,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), BNB Chain Ecosystem, opBNB Ecosystem, Binance HODLer Airdrops",112929863.37127323,260910052.14611107,326120000.0
coin98,Coin98,C98,769,binance-smart-chain,binance-smart-chain,https://coin98.com/,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Solana Ecosystem, Wallets, Polygon Ecosystem, Ethereum Ecosystem, Binance Launchpad, DWF Labs Portfolio, Multicoin Capital Portfolio, Alameda Research Portfolio, Viction Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio",999999722.0,1000000000.0,1000000000.0
wmatic,Wrapped POL,WPOL,775,polygon-pos,polygon-pos,https://polygon.technology/,"Crypto-Backed Tokens, Wrapped-Tokens, Polygon Ecosystem, Fantom Ecosystem, IoTeX Ecosystem, Velas Ecosystem, Linea Ecosystem, Polygon zkEVM Ecosystem, Astar Ecosystem, Telos Ecosystem",225422911.2915299,225427180.3802517,
hunt-token,Hunt,HUNT,779,ethereum,ethereum,https://hunt.town,"Ethereum Ecosystem, Base Ecosystem",198912688.0,198912688.0,198912688.0
quark-chain,QuarkChain,QKC,778,ethereum,ethereum,https://quarkchain.io/,"Infrastructure, Ethereum Ecosystem, Energi Ecosystem",7151339651.0,10000000000.0,
humans-ai,Humans.ai,HEART,792,ethereum,ethereum,https://humans.ai,"Artificial Intelligence (AI), Smart Contract Platform, Layer 1 (L1), Ethereum Ecosystem, Osmosis Ecosystem, AI Agents, AI Agent Launchpad",7800000000.0,7800000000.0,7800000000.0
epic-chain,Epic Chain,EPIC,716,ethereum,ethereum,https://www.epicchain.io/,"Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Real World Assets (RWA), XRP Ledger Ecosystem",22721992.158712555,30000000.0,
marinade,Marinade,MNDE,791,solana,solana,https://marinade.finance/,"Solana Ecosystem, Liquid Staking Governance Tokens, Liquid Staking",436078027.0,1000000000.0,1000000000.0
t-mac-dao,T-mac DAO,TMG,786,binance-smart-chain,binance-smart-chain,https://t-mac.homes/home,BNB Chain Ecosystem,1750000.0,1000000000.0,1000000000.0
mantle-bridged-usdc-mantle,Mantle Bridged USDC (Mantle),USDC,746,mantle,mantle,,"Mantle Ecosystem, Bridged USDC, Bridged-Tokens, Bridged Stablecoin",56195826.157012,56195826.157012,
vaneck-treasury-fund,VanEck Treasury Fund,VBILL,789,ethereum,ethereum,https://securitize.io/primary-market/vaneck-vbill,"BNB Chain Ecosystem, Solana Ecosystem, Avalanche Ecosystem, Ethereum Ecosystem, Real World Assets (RWA)",51600838.3,51600838.3,
tao-bot,tao.bot,TAOBOT,780,ethereum,ethereum,https://tao.bot,"Artificial Intelligence (AI), Ethereum Ecosystem, AI Applications, Bittensor Ecosystem",80034999.99,100000000.0,100000000.0
chain-key-bitcoin,Chain-key Bitcoin,CKBTC,755,internet-computer,internet-computer,https://internetcomputer.org/,"Tokenized BTC, Wrapped-Tokens, Internet Computer Ecosystem",468.88343717,468.89341555,21000000.0
gemini-dollar,Gemini Dollar,GUSD,794,ethereum,ethereum,https://gemini.com/dollar/,"Stablecoins, USD Stablecoin, Near Protocol Ecosystem, Ethereum Ecosystem, Pantera Capital Portfolio, Fiat-backed Stablecoin",51342136.45,51342136.45,
hydradx,Hydration,HDX,787,,native,https://hydration.net,"Decentralized Exchange (DEX), Smart Contract Platform, Decentralized Finance (DeFi), Polkadot Ecosystem, Layer 1 (L1)",5887340765.743504,6422425275.706583,6500000000.0
hashflow,Hashflow,HFT,785,ethereum,ethereum,https://hashflow.com/,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), BNB Chain Ecosystem, Binance Launchpool, MEV Protection, Ethereum Ecosystem, Coinbase Ventures Portfolio, Alameda Research Portfolio, DragonFly Capital Portfolio, Galaxy Digital Portfolio",598558316.3728001,1000000000.0,1000000000.0
derive,Derive,DRV,800,ethereum,ethereum,https://derive.xyz/,"Smart Contract Platform, Decentralized Finance (DeFi), Derivatives, Options, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Layer 2 (L2), Base Ecosystem, DeFAI",820330577.0,1000000000.0,1000000000.0
benqi,BENQI,QI,784,avalanche,avalanche,https://app.benqi.fi/,"Decentralized Finance (DeFi), Yield Farming, Binance Launchpool, Lending/Borrowing Protocols, Avalanche Ecosystem, Liquid Staking Governance Tokens, DragonFly Capital Portfolio, Liquid Staking",7188152127.0,7200000000.0,7200000000.0
openserv,OpenServ,SERV,774,ethereum,ethereum,https://openserv.ai/,"Artificial Intelligence (AI), Ethereum Ecosystem, Base Ecosystem, AI Agents, AI Framework",700000000.0,1000000000.0,1000000000.0
geodnet,Geodnet,GEOD,814,polygon-pos,polygon-pos,https://geodnet.com/,"Solana Ecosystem, Polygon Ecosystem, DePIN, Pantera Capital Portfolio",317164483.0,989289568.0,1000000000.0
certik,Shentu,CTK,789,osmosis,osmosis,https://www.shentu.technology/,"Business Services, Binance Launchpool, Osmosis Ecosystem, Coinbase Ventures Portfolio, Cybersecurity, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio",146831867.0,149254262.0,
astherus-usdf,Aster USDF,USDF,801,binance-smart-chain,binance-smart-chain,https://www.asterdex.com/en/usdf,"Stablecoins, BNB Chain Ecosystem",50247412.17112852,50247412.17112852,
looped-hype,Looped Hype,LHYPE,809,hyperevm,hyperevm,https://loopedhype.com/,"Liquid Staking, HyperEVM Ecosystem",1072987.988329458,1072987.988329458,
tutorial,Tutorial,TUT,803,binance-smart-chain,binance-smart-chain,https://tutorialtoken.com,"BNB Chain Ecosystem, Meme, AI Meme, AI Agents, Four.meme Ecosystem",837995133.5321926,837995133.5321926,1000000000.0
ecomi,ECOMI,OMI,800,ethereum,ethereum,https://ecomi.notion.site/,"Gaming (GameFi), NFT, Metaverse, Collectibles, Play To Earn, Ethereum Ecosystem, Base Ecosystem, Energi Ecosystem",270951644947.129,310882499574.018,750000000000.0
usualx,USUALx,USUALX,794,ethereum,ethereum,https://usual.money/,"Decentralized Finance (DeFi), Ethereum Ecosystem, Liquid Staking",493968215.139431,493968215.139431,4000000000.0
avalanche-old-bridged-wbtc-avalanche,Avalanche Bridged WBTC (Avalanche),WBTC.E,804,avalanche,avalanche,https://www.avax.network/,"Avalanche Ecosystem, Bridged WBTC, Bridged-Tokens",425.02042607,425.02042607,
bertram-the-pomeranian,Bertram The Pomeranian,BERT,781,solana,solana,https://www.bert.global/,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, Pump.fun Ecosystem",978059685.949101,978059685.949101,979947881.0
tokenbot-2,tokenbot,CLANKER,817,base,base,https://www.clanker.world/,"Artificial Intelligence (AI), Launchpad, Base Ecosystem, AI Applications, Clanker Ecosystem, Binance Alpha Spotlight",1000000.0,1000000.0,1000000.0
landwolf-0x67,LandWolf,WOLF,805,ethereum,ethereum,https://boysclubwolf.com/,"Meme, Ethereum Ecosystem, The Boy’s Club",902159505150.0,902159505150.0,1000000000000.0
peapods-finance,Peapods Finance,PEAS,810,ethereum,ethereum,https://peapods.finance,"Decentralized Finance (DeFi), Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Berachain Ecosystem, Mode Ecosystem, Sonic Ecosystem",9938064.599336961,9938064.599336961,9938064.599336961
huobi-token,Huobi,HT,802,ethereum,ethereum,https://www.huobi.com/,"Exchange-based Tokens, Centralized Exchange (CEX) Token, Near Protocol Ecosystem, Harmony Ecosystem, Ethereum Ecosystem, Multicoin Capital Portfolio, Alameda Research Portfolio, Elastos Smart Contract Chain Ecosystem, Sequoia Capital Portfolio, Made in China",159406077.0,201050000.0,201050000.0
hashai,HashAI,HASHAI,812,ethereum,ethereum,https://hashai.co.uk,"Artificial Intelligence (AI), Ethereum Ecosystem, DePIN",89456965951.0,94999383050.0,100000000000.0
boba-network,Boba Network,BOBA,808,ethereum,ethereum,https://boba.network/,"Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Rollup, Boba Network Ecosystem, GMCI Layer 2 Index, GMCI Index, Made in USA",493299306.0049186,500000000.0,500000000.0
societe-generale-forge-eurcv,EUR CoinVertible,EURCV,813,ethereum,ethereum,https://www.sgforge.com/product/coinvertible/,"Stablecoins, EUR Stablecoin, Solana Ecosystem, Ethereum Ecosystem, Fiat-backed Stablecoin",42114365.0,42114365.0,
gods-unchained,Gods Unchained,GODS,816,ethereum,ethereum,https://godsunchained.com,"Gaming (GameFi), NFT, Play To Earn, Ethereum Ecosystem, Immutable zkEVM Ecosystem, Card Games, Gaming Governance Token, Galaxy Digital Portfolio, OKX Ventures Portfolio, Action Games, Game Studio",387638891.0649,500000000.0,500000000.0
keyboard-cat-base,Keyboard Cat (Base),KEYCAT,820,base,base,https://keyboardcat.fun,"Meme, Base Ecosystem, Cat-Themed, Base Meme",10000000000.0,10000000000.0,10000000000.0
quantum-resistant-ledger,Quantum Resistant Ledger,QRL,796,,native,https://www.theqrl.org,"Smart Contract Platform, Proof of Work (PoW)",78392960.0,78392960.0,105000000.0
sygnum-fiusd-liquidity-fund,Sygnum FIUSD Liquidity Fund,FIUSD,822,zksync,zksync,https://www.sygnum.com/,"Arbitrum Ecosystem, ZkSync Ecosystem, Real World Assets (RWA)",4196.0,4196.0,
chill-guy,Just a chill guy,CHILLGUY,819,solana,solana,https://www.chillguy.io/,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, Pump.fun Ecosystem, TikTok Meme",999951455.408155,999951455.408155,1000000000.0
mountain-protocol-usdm,Mountain Protocol USD,USDM,827,ethereum,ethereum,https://mountainprotocol.com/,"Stablecoins, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, ZkSync Ecosystem, Base Ecosystem, Fiat-backed Stablecoin",48000500.64,48000500.64,
0x0-ai-ai-smart-contract,0x0.ai: AI Smart Contract,0X0,826,ethereum,ethereum,https://0x0.ai/,"Artificial Intelligence (AI), Ethereum Ecosystem",891250000.0,891250000.0,1000000000.0
aurora-near,Aurora,AURORA,815,ethereum,ethereum,https://aurora.dev/,"Near Protocol Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, DragonFly Capital Portfolio, Pantera Capital Portfolio, Aurora Ecosystem",629099013.0,999858087.0,1000000000.0
messier,MESSIER,M87,846,ethereum,ethereum,https://messier.app/,"Decentralized Finance (DeFi), Ethereum Ecosystem",884846293943.9,884846293943.9,884846293943.9
usdai,USDai,USDAI,830,arbitrum-one,arbitrum-one,https://usd.ai,"Arbitrum Ecosystem, Yield-Bearing Stablecoin, Synthetic Dollar",48167644.5044363,48167644.5044363,
usd,Overnight.fi USD+,USD+,825,polygon-pos,polygon-pos,https://overnight.fi/,"Stablecoins, BNB Chain Ecosystem, Polygon Ecosystem, ZkSync Ecosystem, Crypto-backed Stablecoin",48085096.3705041,48085096.3705041,
electroneum,Electroneum,ETN,812,,native,http://electroneum.com/,"Smart Contract Platform, Layer 1 (L1)",17979817604.56,21000000000.0,
sui-bridged-usdt-sui,Sui Bridged USDT (Sui),SBUSDT,832,sui,sui,,"Sui Ecosystem, Bridged USDT, Bridged-Tokens, Bridged Stablecoin",47707257.577066,51818940.675239,
access-protocol,Access Protocol,ACS,831,solana,solana,https://www.accessprotocol.co/,"SocialFi, Solana Ecosystem",42295225143.25304,89126290851.5828,
bouncebit,BounceBit,BB,782,,native,https://bouncebit.io/,"Smart Contract Platform, Solana Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Restaking, Proof of Stake (PoS), DeFiance Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Binance Megadrop, Blockchain Capital Portfolio, OKX Ventures Portfolio",409500000.0,2100000000.0,2100000000.0
binance-peg-avalanche,Binance-Peg Avalanche,AVAX,823,binance-smart-chain,binance-smart-chain,https://www.avax.network/,"BNB Chain Ecosystem, Binance-Peg Tokens",2000000.0,2000000.0,
safecoin,SAFEcoin,SAFE,833,binance-smart-chain,binance-smart-chain,https://www.safebit.com.tr/projects/SAFE,"BNB Chain Ecosystem, Centralized Exchange (CEX) Token, Centralized Exchange (CEX) Product",191350000.0,1000000000.0,1000000000.0
hamster-kombat,Hamster Kombat,HMSTR,829,the-open-network,the-open-network,https://hamsterkombat.io/,"Gaming (GameFi), Play To Earn, Telegram Apps, TON Ecosystem, Tap to Earn, Arcade Games",64375000000.0,100000000000.0,100000000000.0
qkacoin,Qkacoin,QKA,806,solana,solana,https://qkacoin.org/,"Solana Ecosystem, Meme",31668129.0,31668129.0,31668129.0
corn-3,Corn,CORN,839,corn,corn,https://usecorn.com/,"Infrastructure, Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Corn Ecosystem",525000000.0,2100000000.0,
coca,COCA,COCA,783,polygon-pos,polygon-pos,http://coca.xyz/,"Wallets, Polygon Ecosystem, Payment Solutions",113670000.0,1000000000.0,1000000000.0
l2-standard-bridged-weth-blast,L2 Standard Bridged WETH (Blast),WETH,836,blast,blast,https://blast.io/en/bridge,"Blast Ecosystem, Bridged WETH, Bridged-Tokens",10676.79926338685,10676.79926338685,
fwog,Fwog,FWOG,841,solana,solana,,"Solana Ecosystem, Meme, Frog-Themed, Solana Meme, Pump.fun Ecosystem, Binance Alpha Spotlight",975635328.0,975635328.0,975635328.0
daku-v2,Daku V2,DAKU,828,solana,solana,https://dakucoin.info/,"Solana Ecosystem, Meme, Solana Meme",599999764.791425,599999764.791425,600000000.0
resolv,Resolv,RESOLV,836,ethereum,ethereum,https://resolv.xyz/,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem, Coinbase Ventures Portfolio, Stablecoin Protocol, Delphi Ventures Portfolio",285839942.681688,1000000000.0,1000000000.0
trufin-staked-apt,TruFin Staked APT,TRUAPT,834,aptos,aptos,https://www.trufin.io/,"Decentralized Finance (DeFi), Liquid Staking Tokens, Aptos Ecosystem, Liquid Staking, Liquid Staked APT	",9890634.71235613,9890634.71235613,
celer-network,Celer Network,CELR,797,ethereum,ethereum,https://www.celer.network/,"Arbitrum Ecosystem, Ethereum Ecosystem, Bridge Governance Tokens, Binance Launchpad, Cross-chain Communication, Pantera Capital Portfolio, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio",5645454935.82688,10000000000.0,10000000000.0
propy,Propy,PRO,842,ethereum,ethereum,https://propy.com,"Tokenized Real Estate, Tokenized Assets, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Made in USA",57896591.39105386,100000000.0,100000000.0
sx-network-2,SX Network,SX,841,ethereum,ethereum,https://sx.bet/,"Gambling (GambleFi), Prediction Markets, Arbitrum Ecosystem, Ethereum Ecosystem, SX Rollup Ecosystem",531472009.9091176,999253979.0,1000000000.0
stader,Stader,SD,851,ethereum,ethereum,https://staderlabs.com/,"BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Animoca Brands Portfolio, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Liquid Staking, Binance Alpha Spotlight",60677037.73519339,120000000.0,150000000.0
mnee-usd-stablecoin,MNEE USD Stablecoin,MNEE,843,ethereum,ethereum,https://www.mnee.io/,"Stablecoins, Ethereum Ecosystem",46308959.3933,46308959.3933,46308959.3933
bridged-usd-coin-optimism,Standard Bridged USDC.e (Optimism),USDC.E,838,optimistic-ethereum,optimistic-ethereum,https://app.optimism.io/bridge/deposit,"Optimism Ecosystem, Bridged USDC, Bridged-Tokens, Bridged Stablecoin",46384271.117904,46384271.117904,
unipoly,Unipoly,UNP,845,ethereum,ethereum,https://www.unipolycoin.com/,"Gaming (GameFi), Ethereum Ecosystem, Skale Ecosystem",279230000.0,1000000000.0,1000000000.0
superrare,SuperRare,RARE,840,ethereum,ethereum,https://superrare.com/,"NFT, Ethereum Ecosystem",819390698.2218294,1000000000.0,1000000000.0
uquid-coin,Uquid Coin,UQC,852,ethereum,ethereum,https://uquidcoin.com/,Ethereum Ecosystem,10000000.0,40000000.0,
yala,Yala,YALA,855,ethereum,ethereum,https://yala.org/,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Stablecoin Protocol, BTCfi Protocol, Polychain Capital Portfolio",231360000.0,998827384.9047819,1000000000.0
sundog,Sundog,SUNDOG,850,tron,tron,https://sunpump.meme/token/TXL6rJbvmjD46zeN1JssfgxvSo99qC8MRT,"Meme, Tron Ecosystem, Sun Pump Ecosystem, TRON Meme",1000000000.0,1000000000.0,1000000000.0
kernel-2,KernelDAO,KERNEL,854,ethereum,ethereum,https://kerneldao.com/,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Restaking, Liquid Restaking Governance Tokens",222674963.0,1000000000.0,1000000000.0
zeus-network,Zeus Network,ZEUS,848,solana,solana,https://zeusnetwork.xyz/,"Infrastructure, Solana Ecosystem, Animoca Brands Portfolio, Cross-chain Communication, OKX Ventures Portfolio",382778230.010249,999996756.378632,1000000000.0
minswap,Minswap,MIN,874,cardano,cardano,https://minswap.org/,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), Cardano Ecosystem",1802500233.051153,3000000000.0,3000000000.0
pirate-chain,Pirate Chain,ARRR,819,,native,https://piratechain.com/,"Smart Contract Platform, Privacy, Zero Knowledge (ZK), Proof of Work (PoW)",196213797.97055,200000000.0,
infinitar-governance-token,Infinitar Governance Token,IGT,881,binance-smart-chain,binance-smart-chain,https://www.infinitar.com/,"Gaming (GameFi), NFT, BNB Chain Ecosystem",468533089.3,1000000000.0,1000000000.0
usd-coin-avalanche-bridged-usdc-e,Avalanche Bridged USDC (Avalanche),USDC.E,856,avalanche,avalanche,https://www.circle.com/blog/understanding-avalanche-usdc-vs.-usdc.e,"Avalanche Ecosystem, Bridged USDC, Bridged-Tokens, Bridged Stablecoin",45110127.332621,45110127.332621,
seth,sETH,SETH,806,ethereum,ethereum,https://www.synthetix.io/,"Crypto-Backed Tokens, Decentralized Finance (DeFi), Synthetic Asset, Derivatives, Ethereum Ecosystem, Optimism Ecosystem, Synthetic",11584.25414847524,11584.25414847524,11584.25414847524
vaultbridge-bridged-wbtc-katana,VaultBridge Bridged WBTC (Katana),VBWBTC,861,katana,katana,,"Bridged WBTC, Bridged-Tokens, Katana Ecosystem",379.92202084,379.92202084,
general-impressions,General Impressions,GEN,862,solana,solana,https://gi.network/,"Artificial Intelligence (AI), Solana Ecosystem, Pump.fun Ecosystem, AI Framework",1000000000.0,1000000000.0,1000000000.0
yield-optimizer-eth,Yield Optimizer ETH,YOETH,863,base,base,https://yo.xyz,"Decentralized Finance (DeFi), Base Ecosystem, Yield-Bearing",9543.008673827573,9543.008673827573,
saucerswap,SaucerSwap,SAUCE,859,hedera-hashgraph,hedera-hashgraph,https://www.saucerswap.finance/,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Hedera Ecosystem, Made in USA",845945098.247696,1000000000.0,1000000000.0
dodo,DODO,DODO,847,ethereum,ethereum,https://dodoex.io/,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), BNB Chain Ecosystem, Binance Launchpool, Polygon Ecosystem, Near Protocol Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Coinbase Ventures Portfolio, Alameda Research Portfolio, DeFiance Capital Portfolio, Pantera Capital Portfolio, Aurora Ecosystem, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Galaxy Digital Portfolio",1000000000.0,1000000000.0,1000000000.0
lucky-moon,Lucky Moon,LUCKYMOON,858,ethereum,ethereum,https://black-unicorn.ai/black-unicorn.ai/,Ethereum Ecosystem,21000000000.0,21000000000.0,21000000000.0
gxchain,GXChain,GXC,732,,native,https://www.gxb.io/,Big Data,75000000.0,100000000.0,
hyperbeat-ultra-hype,Hyperbeat Ultra HYPE,HBHYPE,877,hyperevm,hyperevm,,"Decentralized Finance (DeFi), HyperEVM Ecosystem",932756.3051720023,932756.3051720023,
maxi-payfi-strategy-token,Maxi PayFi Strategy Token,MPST,865,solana,solana,https://app.huma.finance,"Decentralized Finance (DeFi), LP Tokens, Solana Ecosystem",44210401.641878,44210401.641878,
ankreth,Ankr Staked ETH,ANKRETH,866,ethereum,ethereum,https://www.ankr.com/about-staking/,"BNB Chain Ecosystem, Avalanche Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Liquid Staking Tokens, Ethereum Ecosystem, Optimism Ecosystem, Linea Ecosystem, Scroll Ecosystem, Blast Ecosystem, Mode Ecosystem, Polygon zkEVM Ecosystem, Liquid Staked ETH, Liquid Staking",8357.194434442383,8357.194434442383,
tensor,Tensor,TNSR,879,solana,solana,https://www.tensor.foundation,"NFT, Solana Ecosystem, NFT Marketplace",334607238.97717,1000000000.0,1000000000.0
graphite-protocol,Graphite Protocol,GP,882,solana,solana,https://taiyorobotics.com/,"Infrastructure, Solana Ecosystem",29107677.866007842,59337549.98525632,149999899.0
proton-loan,Loan Protocol,LOAN,820,,native,https://lending.metalx.com/,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Made in USA",27810935896.45549,102558241311.7496,
nosana,Nosana,NOS,888,solana,solana,https://nosana.io/,"Artificial Intelligence (AI), Solana Ecosystem, DePIN",83400000.0,100000000.0,
advertise-coin,Advertise Coin,ADCO,869,ethereum,ethereum,https://advertisecoin.com/,Ethereum Ecosystem,45000000.0,50000000.0,
yneth-max,ynETH MAX,YNETHX,874,ethereum,ethereum,https://yieldnest.finance,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Mantle Ecosystem, Base Ecosystem, Scroll Ecosystem, Restaking, Berachain Ecosystem, Liquid Restaking Tokens, Blast Ecosystem, Fraxtal Ecosystem, Liquid Restaked ETH",9394.953127682973,9394.953127682973,
nusd,sUSD,SUSD,870,ethereum,ethereum,https://synthetix.io,"Stablecoins, Decentralized Finance (DeFi), USD Stablecoin, Synthetic Asset, Derivatives, Fantom Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Crypto-backed Stablecoin, Fiat-backed Stablecoin, Synthetic",43848173.09986155,43848173.09986155,43848173.09986155
liquity-bold-2,Liquity BOLD,BOLD,874,ethereum,ethereum,https://www.liquity.org/,"Stablecoins, Decentralized Finance (DeFi), USD Stablecoin, Optimism Ecosystem, Base Ecosystem, Stablecoin Protocol, Crypto-backed Stablecoin",43557078.55864803,43557078.55864803,
uranus-4,Uranus,URANUS,897,solana,solana,https://www.uranuscoin.org/,"Solana Ecosystem, Meme, Solana Meme",99995897.738662,99995897.738662,100000000.0
nym,Nym,NYM,845,ethereum,ethereum,https://nym.com,"Smart Contract Platform, Privacy, Ethereum Ecosystem, DePIN, Osmosis Ecosystem, VPN, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio",815660905.868214,1000000000.0,1000000000.0
tornado-cash,Tornado Cash,TORN,867,ethereum,ethereum,https://ipfs.io/ipns/tornadocash.eth/,"Privacy, Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem",3810550.883649667,9999997.246815,10000000.0
matrixdock-gold,Matrixdock Gold,XAUM,883,ethereum,ethereum,https://www.matrixdock.com/xaum,"Tokenized Assets, Tokenized Gold, Ethereum Ecosystem, Real World Assets (RWA), Tokenized Commodities",12848.05836794744,12848.05836794744,
web-3-dollar,Web 3 Dollar,USD3,884,ethereum,ethereum,https://app.reserve.org/ethereum/token/0x0d86883faf4ffd7aeb116390af37746f45b6f378/overview,"Stablecoins, USD Stablecoin, Ethereum Ecosystem, Base Ecosystem, Crypto-backed Stablecoin, Fiat-backed Stablecoin",40700176.34634138,40700176.34634138,
keep-network,Keep Network,KEEP,871,ethereum,ethereum,https://keep.network/,"Smart Contract Platform, Decentralized Finance (DeFi), Harmony Ecosystem, Ethereum Ecosystem, Paradigm Portfolio, Multicoin Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Energi Ecosystem, Privacy Blockchain",549716300.2685891,1000000000.0,1000000000.0
particle-network,Particle Network,PARTI,877,binance-smart-chain,binance-smart-chain,https://particle.network/,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Layer 1 (L1), Base Ecosystem, Account Abstraction, Cross-chain Communication, Binance HODLer Airdrops, Chain Abstraction, Binance Wallet IDO",233000000.0,1000000000.0,1000000000.0
